col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120
3.7224E+020,3.6933E+020,3.4417E+019,0.032824,2.8504,3.519E+020,3.9566E+020,28.326,28.393,0.812,-0.47596,2.633,27.816,28.923,111.09,110.64,8.1565,0.31339,2.2855,103.83,117.58,109.96,108.9,8.655,0.32381,2.1862,102.62,116.75,38.604,38.651,2.8668,-0.049389,2.1378,36.662,40.647,-0.41058,-0.35055,0.34684,-0.25282,2.7201,-0.63963,-0.13961,601180000000,599700000000,62696000000,0.060958,2.4482,559280000000,653720000000,0.012842,0.011674,0.0098933,0.57073,2.7807,0.0055094,0.018559,0.0027226,0.0023892,0.002258,0.71923,2.8344,0.0010288,0.0038185,23.833,24.636,2.6583,-0.59865,2.4481,22.002,25.778,1.851,1.583,1.4019,0.87652,3.1215,0.789,2.593,153340000000,136280000000,103180000000,0.60693,2.6696,59583000000,213280000000,1707.3,1719.1,222.76,-0.051875,1.7603,1494.5,1888.5,1.512E+021,1.519E+021,1.6237E+020,-0.4964,3.363,1.4465E+021,1.6162E+021,25.358,25.401,1.0002,0.084948,2.1521,24.519,26.163,4.1597,4.083,1.1635,0.39579,2.9912,3.373,4.899,16.543,15.942,2.5134,0.43456,1.8828,14.543,18.808,0
1.5777E+021,1.621E+021,1.9101E+020,0.038759,2.5566,1.3738E+021,1.6913E+021,29.102,29.069,0.40389,0.26934,2.2447,28.821,29.458,125.29,125.73,4.8939,-0.82641,3.6996,123.91,128.53,124.68,125.2,5.143,-0.95897,4.0133,122.84,127.97,46.935,46.79,1.3875,0.090579,2.471,45.936,48.042,-0.08227,-0.035235,0.20788,-0.37532,2.736,-0.24717,0.052318,2454800000000,2493900000000,216370000000,-0.2366,2.5661,2301600000000,2591200000000,0.0043338,0.0043555,0.0045041,0.10845,2.9708,0.00092747,0.0069465,0.0011956,0.0011334,0.0012446,0.19009,2.8439,0.00022567,0.001946,113.16,116.31,9.5383,-0.9496,2.9884,109.18,119.99,3.2799,3.26,2.3863,0.40595,2.1645,0.942,4.822,294280000000,301720000000,137760000000,0.47865,2.922,179430000000,398070000000,2018.9,2038.6,109.21,-0.98573,3.29,1988.4,2081.2,6.7503E+021,6.9054E+021,7.844E+020,-0.42532,2.2185,6.0486E+021,7.2673E+021,24.672,24.675,0.62037,-0.14322,1.875,24.203,25.243,3.8738,3.865,0.78679,0.072227,2.1644,3.11,4.489,67.987,67.829,2.0461,-0.094967,2.3531,66.452,69.867,0
3.5598E+020,3.8324E+020,9.8653E+019,-3.0063,11.292,3.532E+020,4.0246E+020,34.339,32.128,8.1859,3.4106,13.149,30.965,33.907,158.05,163.54,18.553,-3.085,11.622,158.91,165.25,167.1,170.78,15.211,-3.3355,12.815,167.28,173.63,67.169,67.516,4.2028,-0.70363,4.1337,64.704,69.562,1.2777,1.2944,0.81,-0.094115,2.1991,0.72976,1.9133,670560000000,707240000000,184440000000,-2.9433,11.052,658490000000,760540000000,0.041345,0.042364,0.039604,-2.144,8.2701,0.033982,0.063229,0.017744,0.016358,0.0099609,-0.67342,3.6296,0.012867,0.025793,32.482,34.008,9.0541,-2.9821,11.34,31.854,36.964,9.5902,9.4115,4.155,-0.50517,2.9587,7.596,12.503,461600000000,424220000000,239110000000,0.11802,2.7221,346860000000,632100000000,3021.9,3027.1,182.65,-1.4536,5.396,2969.6,3167.7,2.0555E+021,2.2375E+021,5.7282E+020,-2.7628,10.279,1.9318E+021,2.3814E+021,28.718,27.502,6.7321,3.2981,12.701,26.183,28.235,13.961,10.802,13.929,3.0645,11.556,7.6585,13.728,9.7646,10.376,2.4126,-3.368,12.986,9.8331,10.569,0
2.7863E+020,2.789E+020,4.1952E+019,0.27399,2.112,2.4226E+020,3.0772E+020,27.993,27.968,0.82111,0.19839,2.2748,27.389,28.56,117.57,114.03,9.9172,0.71555,2.3733,109.84,123.78,119.19,116.15,9.2055,0.57626,2.1084,111.85,127.69,45.771,44.952,3.8872,0.7685,2.6504,42.644,48.448,-0.63791,-0.59988,0.55717,-0.17348,2.5719,-0.98195,-0.25249,516960000000,500890000000,97252000000,0.47269,2.3265,427830000000,602990000000,0.021239,0.021037,0.019433,-0.066975,2.5323,0.0083327,0.036257,0.0041122,0.0039638,0.0039437,-0.053172,2.7239,0.0015086,0.0065802,20.801,20.51,3.088,-0.0020071,2.5258,18.75,23.166,2.3115,2.143,1.5044,0.48666,2.3641,1.126,3.3145,177050000000,155750000000,119160000000,0.66671,2.6618,84866000000,248800000000,1337.1,1344.2,152.48,0.20017,2.5006,1214.5,1446.2,8.9044E+020,8.9026E+020,1.7618E+020,0.26809,2.3226,7.3765E+020,1.0235E+021,21.777,21.614,1.4355,0.10671,2.0408,20.601,23.017,3.2375,2.88,2.0361,0.49518,2.2313,1.666,4.6875,31.853,31.126,2.2066,1.0105,3.1251,30.143,33.016,0
2.8687E+020,3.1207E+020,7.7603E+019,-2.157,7.0007,2.8045E+020,3.2869E+020,40.427,41.041,5.0427,-0.69083,4.1171,38.41,42.968,157.19,155.51,16.913,0.086395,2.7146,146.64,167.28,159.53,159.02,18.633,0.12684,2.5084,147.49,170.98,81.748,84.046,10.096,0.032476,2.7541,74.525,89.006,-0.39442,-0.26989,1.176,-1.987,9.0354,-0.71668,0.12936,582500000000,588640000000,191190000000,-0.96232,5.1477,528270000000,678310000000,0.0091124,0.0067772,0.024132,0.71472,2.8466,-0.011951,0.022588,0.0028559,0.0021512,0.01025,1.7129,6.9048,-0.0047666,0.0070352,29.329,31.247,8.5634,-1.8401,6.2845,27.986,34.026,2.7215,2.5815,1.7173,0.8666,3.4239,1.476,3.7005,183150000000,151800000000,151260000000,1.0732,3.1354,65756000000,232290000000,2484.2,2458.6,228.47,-0.33716,3.7358,2376.3,2596.9,1.5214E+021,1.6339E+021,4.8761E+020,-1.2663,5.3601,1.3922E+021,1.738E+021,27.384,26.868,4.9094,-0.016563,3.1222,24.993,30.407,14.927,13.538,7.797,0.22374,2.6532,10.425,20.053,22.025,23.334,5.9747,-2.4274,8.0321,22.706,25.276,0
2.9171E+022,2.9543E+022,1.358E+021,-0.7724,2.5973,2.8469E+022,3.0277E+022,48.073,48.117,0.44413,0.30347,3.4084,47.8,48.283,104.87,104.12,2.0333,0.42885,1.8084,103.22,106.62,107.07,106.4,2.3922,0.28201,1.7434,105.05,108.92,58.878,57.973,1.5819,0.84306,2.2792,57.616,60.13,0.22508,0.23744,0.066266,-0.60765,2.6776,0.18933,0.27393,51344000000000,50656000000000,1997300000000,0.40411,1.9964,49747000000000,52954000000000,-0.020123,-0.020668,0.0022041,0.54504,2.3569,-0.021813,-0.018895,-0.0077,-0.007804,0.00062835,0.2626,2.41,-0.0080989,-0.0072424,2360,2310.1,103.67,0.56471,1.9818,2278.1,2454.4,367.89,377.93,32.512,-0.45757,2.1451,340.18,394.85,6480700000000,6732100000000,1419500000000,-0.53928,2.8665,5589800000000,7544100000000,9712.8,9457.3,419.82,0.70156,1.8288,9387.6,10168,6.158E+023,6.1964E+023,2.3635E+022,-0.15011,1.6913,5.9446E+023,6.3768E+023,40.559,40.553,0.29919,-0.078313,3.3241,40.407,40.739,37.436,37.397,0.51285,0.93881,4.2425,37.137,37.605,2062.9,2063.3,9.5199,-0.051056,2.1071,2055.9,2071.1,0
9.6343E+019,9.0544E+019,1.9037E+019,2.0719,9.7251,8.2649E+019,1.067E+020,29.101,29.054,1.1689,1.2783,7.2352,28.427,29.768,111.8,110.81,11.151,0.032794,2.1165,102.36,121.21,114.71,115.1,11.077,0.091197,2.1248,105.52,123.78,45.227,45.197,5.5303,0.32154,2.2284,40.603,49.032,1.6538,1.7013,1.0388,-0.18655,2.717,0.84689,2.5228,222850000000,213790000000,68085000000,2.9268,17.161,185980000000,253660000000,0.054157,0.047246,0.034014,0.12725,2.9965,0.033462,0.075851,0.0083734,0.0085733,0.0047253,-0.46468,3.3034,0.0060424,0.011862,8.108,7.639,2.1849,1.0814,4.0429,6.2165,9.539,1.6717,1.534,0.84554,0.27316,2.4774,1.0815,2.298,171490000000,161300000000,93408000000,0.34571,2.4539,101010000000,234200000000,1076,1060.2,225.59,0.60158,2.7052,892,1210.8,2.7658E+020,2.478E+020,8.579E+019,1.4625,5.3047,2.2416E+020,3.1359E+020,21.11,20.919,1.7427,0.48175,3.9407,20.038,22.364,3.1321,2.564,2.3389,0.9378,4.7394,1.3195,4.8335,18.644,18.662,1.4083,-0.06924,1.9655,17.431,19.801,0
6.4662E+020,6.1672E+020,3.6566E+020,5.35,34.829,4.7302E+020,7.0326E+020,38.348,37.582,5.2659,4.3458,25.469,35.984,38.901,141.39,143.55,17.762,-3.8314,19.013,138.46,149.65,142.57,145.22,20.375,-4.1161,20.658,140.56,150.3,69.359,70.042,6.6194,-3.0319,16.384,67.05,72.869,0.32693,0.22177,0.659,0.42613,2.4,-0.12913,0.85593,2594700000000,1334500000000,7674800000000,6.9328,50.345,1114900000000,1767300000000,-0.052471,-0.051524,0.022364,0.1731,2.6309,-0.06946,-0.042027,-0.011605,-0.011902,0.005332,0.33646,2.5639,-0.015557,-0.0082964,69.202,61.306,47.674,6.167,43.322,49.066,77.201,13.704,12.351,7.8851,0.73966,4.0553,8.3305,19.102,811200000000,694080000000,547910000000,0.73907,3.1838,442400000000,1157300000000,2166.1,2123.1,519.19,-0.20855,4.1987,1907.9,2433.2,4.1589E+021,3.2529E+021,6.7783E+021,6.91,50.475,2.1943E+021,4.46E+021,27.031,25.947,7.1227,4.6039,25.161,24.797,27.176,13.597,11.941,10.445,4.3235,23.039,9.695,14.486,99.643,99.777,3.885,-0.57234,2.8137,97.554,102.56,0
6.5077E+020,6.4128E+020,1.1662E+020,0.11497,1.6003,5.3135E+020,7.7262E+020,26.497,26.34,1.3657,3.2754,19.355,25.661,27.053,106.71,106.69,5.1753,-0.55667,5.7596,103.84,110.11,107.28,107.61,4.9687,-0.75083,5.3796,105.3,110.03,37.002,36.928,1.3551,0.08496,2.7136,36.067,37.79,0.25569,0.24675,0.2458,0.32448,3.2456,0.10026,0.39461,1051700000000,1020500000000,259180000000,2.0096,11.236,850990000000,1222100000000,0.015606,0.0156,0.0061644,0.44428,3.6311,0.011853,0.018931,0.0033626,0.0032545,0.0014896,0.59072,3.6408,0.0026138,0.0041478,41.537,41.111,6.0972,0.63806,4.2499,36.558,45.822,3.6449,3.527,1.2953,0.22357,3.2437,2.757,4.2985,168950000000,130890000000,117920000000,0.85924,3.0057,84787000000,248070000000,1389.4,1409.1,95.69,-0.50432,3.2331,1324.2,1461.4,2.1173E+021,2.0693E+021,4.1002E+020,0.11762,1.9065,1.7236E+021,2.4814E+021,23.137,22.787,1.5665,3.1602,18.722,22.093,23.874,2.2836,1.844,2.2221,5.0871,34.504,1.208,2.7215,30.389,29.962,2.616,0.084878,2.0294,28.249,32.506,0
4.8815E+020,4.6469E+020,2.1192E+020,4.1583,22.033,3.5954E+020,5.2418E+020,29.933,28.942,5.4652,4.8724,25.824,28.32,29.612,118.36,115.35,11.799,0.057948,2.5953,109.73,129.05,120.02,116.57,11.014,0.4913,2.1542,111.71,130.36,46.547,44.456,6.5815,3.16,15.048,42.79,49.614,0.41558,0.35228,0.36017,0.61272,3.201,0.16684,0.59197,1401900000000,802870000000,3269900000000,5.2137,28.304,634270000000,940280000000,0.013882,0.014813,0.0093732,-1.0855,7.6424,0.0088143,0.019399,0.0031035,0.0028888,0.0018906,0.34554,3.7066,0.0019558,0.0042738,39.998,33.861,43.115,5.1377,28.108,25.584,36.867,2.6673,2.473,1.544,0.95153,5.3132,1.5805,3.7025,253580000000,168530000000,389860000000,4.8466,29.623,69630000000,289370000000,1682.7,1678.5,313.88,2.883,15.532,1510.3,1789.7,2.4734E+021,1.7535E+021,4.2288E+021,5.2476,28.784,1.4757E+021,1.9037E+021,24.932,23.685,6.5843,4.8577,25.993,22.745,24.529,4.8609,2.664,10.345,4.8999,26.007,1.9845,3.563,33.364,35.131,4.0067,-0.72673,1.8872,28.447,36.195,0
2.3513E+019,2.4391E+019,1.4375E+019,-0.27128,1.5789,1.0197E+019,3.7158E+019,28.461,29.167,7.0603,-3.4464,14.695,27.965,31.482,115.73,120.55,33.039,-2.1837,8.5875,105.21,137.96,121.84,125.08,33.904,-2.342,9.4367,109.38,142.99,46.62,49.842,14.062,-1.8803,7.0387,42.707,56.744,2.5497,2.1275,3.356,2.763,11.308,0.85753,3.3868,47692000000,53932000000,30575000000,-0.2296,1.6108,19769000000,74944000000,-0.072448,-0.042929,0.11512,-2.9512,12.148,-0.098141,-0.011716,-0.012551,-0.0085136,0.016467,-2.2653,8.9351,-0.01759,-0.0023441,1.8892,2.121,1.3003,-0.083505,1.4856,0.689,3.1095,0.549,0.4655,0.53459,0.87332,2.7096,0.095,0.9165,52026000000,47196000000,44052000000,0.46472,2.0152,7305500000,90124000000,916.92,931.63,282.93,-1.6414,6.6181,820.8,1084.2,5.6533E+019,6.5148E+019,3.5119E+019,-0.20848,1.6881,2.1808E+019,8.4607E+019,17.759,18.456,4.5922,-2.9956,12.505,16.67,19.886,1.1202,0,1.9486,1.5393,4.2519,NaN,3.159,4.8429,5.2102,3.1736,-0.16589,1.6046,1.5567,7.8698,0
9.9429E+021,9.6021E+021,7.429E+020,0.51087,1.7716,9.3253E+021,1.0667E+022,39.63,39.617,0.30702,0.20226,2.8011,39.387,39.868,123.66,123.16,2.278,0.55502,2.5667,121.85,125.3,123.35,123.27,2.4647,0.10064,2.2632,121.32,125.15,59.544,59.102,1.4303,0.92144,2.9726,58.645,59.953,0.48329,0.41989,0.17458,0.55442,1.971,0.36029,0.67795,17031000000000,16166000000000,1990300000000,0.55321,1.7974,15583000000000,19190000000000,0.0046044,0.003986,0.0033869,0.66031,2.6727,0.0021618,0.0067804,0.0014778,0.0011948,0.001173,0.87891,3.0058,0.00064824,0.0021724,743.75,717.35,81.587,0.53256,2.0147,691.43,822.47,23.99,21.534,16.47,0.73612,2.6272,10.004,34.614,4097800000000,3682200000000,1346700000000,0.35115,1.9716,3053200000000,5279500000000,4461.9,4369.8,246.52,1.0827,2.8885,4295.9,4578.5,9.8831E+022,9.752E+022,7.2685E+021,0.41098,1.9066,9.3375E+022,1.061E+023,30.858,30.865,0.31542,0.30104,2.6458,30.62,31.043,19.506,19.533,0.54657,-0.15267,2.3797,19.123,19.941,837.27,838.2,6.7317,0.30461,2.6056,831.2,841.92,0
8.3182E+021,8.3117E+021,1.6894E+020,-0.072833,2.4874,8.2491E+021,8.4597E+021,55.12,55.227,0.51068,-0.99734,3.4915,54.829,55.558,83.759,83.708,0.94452,-0.13088,2.5694,82.989,84.427,84.265,84.051,1.0577,0.7133,2.6555,83.512,84.933,50.185,49.738,1.3138,0.85486,2.661,49.152,50.963,0.15745,0.16576,0.074977,-0.38428,2.6745,0.10412,0.21089,10785000000000,10710000000000,520080000000,0.32182,2.1549,10368000000000,11190000000000,-0.01493,-0.015062,0.00097495,0.061212,2.2638,-0.015593,-0.014069,-0.0088283,-0.00893,0.00074726,0.45988,2.8338,-0.0093504,-0.0083552,512.89,511.88,17.772,-0.060161,1.9926,494.32,526.51,111.84,113.01,7.3317,-0.10912,2.2799,105.86,117.03,2437100000000,2487300000000,563350000000,-0.16166,3.2321,2111300000000,2726300000000,16759,16575,868.22,0.79819,2.9279,16148,17271,2.8204E+023,2.8181E+023,1.5964E+021,0.41346,2.7708,2.809E+023,2.83E+023,47.315,47.43,0.52916,-1.1083,3.8565,47.074,47.649,52.713,52.877,1.121,-0.99576,4.2767,52.104,53.466,421.48,420.37,7.0597,0.056919,1.9321,416.25,428.47,0
1.1044E+022,1.1025E+022,3.9707E+020,0.097483,2.1523,1.0671E+022,1.1347E+022,58.462,58.321,0.44146,0.67981,2.2818,58.124,58.861,105.36,104.54,2.4983,1.029,3.0102,103.44,106.58,109.1,107.97,3.4267,1.1763,3.2411,106.92,110.29,72.776,72.205,2.0383,0.80972,2.7177,71.256,73.864,0.36835,0.36866,0.070709,-0.019995,2.1283,0.3098,0.43159,22170000000000,22073000000000,471320000000,0.22681,2.3665,21875000000000,22547000000000,-0.015351,-0.01542,0.003368,0.60655,3.0636,-0.017988,-0.013718,-0.0067781,-0.0068385,0.0015238,0.67026,2.9949,-0.008035,-0.0059194,1108.8,1105.9,27.616,0.38906,2.5441,1091.2,1123.7,127.74,131.19,28.126,-0.89568,3.386,114.75,148.49,5735700000000,5678200000000,1457100000000,0.0029662,2.2014,4565300000000,6900200000000,11084,11024,540.89,0.030391,3.0415,10812,11378,2.7744E+023,2.7949E+023,1.2984E+022,-1.0539,3.6691,2.7612E+023,2.8533E+023,47.778,47.731,0.36501,0.44759,2.5249,47.497,47.992,51.101,51.029,0.8287,0.53327,2.7791,50.521,51.602,584.92,593.03,22.831,-0.68992,2.1697,569.93,604.3,0
9.2083E+019,8.6651E+019,2.9519E+019,0.61812,2.3881,6.8483E+019,1.0839E+020,28.968,29.061,1.4123,-0.34138,2.6134,28.344,29.778,126.33,125.77,8.5503,0.29517,2.9496,121.14,130.89,132.43,133,9.214,0.40534,2.8959,125.5,137.16,52.663,52.821,5.0954,-0.14732,2.3531,49.422,56.26,1.1878,1.1311,0.96088,-0.27568,2.8549,0.62126,2.0132,169680000000,159510000000,60216000000,0.77958,3.2683,135650000000,201530000000,0.029108,0.028923,0.028988,-0.029235,2.3792,0.012177,0.051691,0.006149,0.0063287,0.0061607,-0.0087698,2.318,0.0020751,0.011024,7.0419,6.6655,2.4566,0.72673,2.9052,5.532,7.964,1.1757,0.9265,0.92671,0.85088,2.9913,0.43,1.912,111950000000,95463000000,78184000000,0.96878,3.5801,50111000000,163970000000,1053.4,1061.6,163.93,-0.12509,2.4276,967.49,1170.3,2.328E+020,2.1687E+020,9.3216E+019,0.46773,2.1826,1.6851E+020,3.1694E+020,18.312,18.332,1.9558,0.25351,3.1429,16.94,19.591,1.5419,1.139,1.7302,1.759,6.8147,0,2.186,21.5,20.801,3.6312,1.5092,4.157,19.101,21.885,0
2.257E+020,2.368E+020,4.0016E+019,-1.9906,7.4531,2.0784E+020,2.5333E+020,28.342,28.442,1.4635,-0.7132,3.6349,27.789,29.247,119.74,118.76,6.3125,0.54022,3.4985,114.95,123.33,119.56,118.73,6.2555,0.47105,3.0025,114.89,122.37,43.813,43.953,3.1035,0.21822,2.7365,41.115,46.152,0.0057915,0.0080522,0.54197,0.35165,3.6354,-0.3283,0.32116,343100000000,342250000000,68557000000,-0.6658,4.8768,317300000000,374780000000,0.0039204,0.0039438,0.014117,0.015669,3.7443,-0.0056855,0.012262,0.0010203,0.00098714,0.0036283,0.090317,3.5274,-0.0013592,0.0032074,15.141,15.684,2.6933,-1.6448,6.3265,14.297,16.733,0.95623,0.828,0.73064,1.3083,4.8023,0.439,1.2855,70627000000,63006000000,52699000000,0.67845,2.9696,21127000000,107010000000,1779.6,1764.8,177.2,-0.0023173,2.0976,1637.4,1918,8.7315E+020,9.2147E+020,1.7513E+020,-1.39,5.0661,7.6257E+020,9.958E+020,24.1,23.958,1.0301,0.34788,2.0345,23.21,24.945,3.46,3.406,1.485,-0.17037,2.2239,2.295,4.934,11.063,11.031,1.438,-0.83966,4.6158,10.392,12.05,0
7.7361E+019,1.0625E+020,4.7723E+019,-0.92545,2.0447,2.4634E+019,1.085E+020,52.553,42.673,17.435,1.1369,2.5194,41.354,67.862,141.45,180.32,71.628,-1.1923,2.5909,79.9,184.93,137.08,177.69,67.863,-1.1258,2.4972,76.572,180.28,72.295,85.53,28.774,-1.3537,2.9268,55.706,88.883,-1.1849,-1.5207,1.7126,1.1476,3.6023,-2.6524,-0.50473,187620000000,231510000000,106210000000,-1.0596,2.4503,94453000000,263060000000,-0.17136,-0.03417,0.41549,-2.4669,7.1025,-0.054812,-0.021735,-0.007309,-0.007418,0.0062972,-0.55068,2.3831,-0.011606,-0.0012272,8.1618,11.443,5.2087,-0.8304,1.891,2.1855,11.721,1.2336,1.08,1.1204,0.54735,2.2983,0.1405,2.0715,171980000000,227570000000,98951000000,-1.0989,2.4679,83207000000,241200000000,2086.9,2314.6,438.91,-0.65671,1.5854,1547.9,2408.2,4.127E+020,5.3793E+020,2.4418E+020,-0.81078,1.9831,1.5193E+020,5.7681E+020,41.315,27.137,25.629,1.432,3.3706,26.554,55.543,35.866,14.835,36.126,1.215,2.6267,13.741,65.934,6.4844,8.7702,4.0606,-0.89756,2.0071,1.9397,9.1513,0
1.2999E+022,1.3101E+022,6.2111E+020,-0.52528,2.4318,1.2603E+022,1.3422E+022,40.124,40.128,0.61548,-0.093936,1.9728,39.662,40.621,122.01,120.93,3.8522,0.72192,2.2836,119.12,124.54,121.16,120.37,4.2734,0.52562,2.3439,117.82,124.49,62.383,61.444,2.5907,0.86248,2.4086,60.335,63.926,0.30751,0.31907,0.12216,-0.019216,2.1956,0.20606,0.40799,23789000000000,24263000000000,1885900000000,-0.26888,1.8981,22155000000000,25287000000000,-0.0014926,-0.0018318,0.0025044,0.43962,2.1852,-0.0035798,0.00068341,-0.00048149,-0.00065921,0.00078378,0.45449,2.1995,-0.0011331,0.00019361,1086.1,1107.6,58.428,-0.39623,1.7755,1025.6,1135.5,17.286,16.985,9.9872,0.15318,2.0557,8.359,25.386,3946700000000,4006100000000,1050400000000,-0.017817,2.5537,3131000000000,4725800000000,4298.2,4286.3,363.05,0.33072,1.9636,3942.4,4527.4,1.2315E+023,1.2581E+023,6.2928E+021,-0.42194,1.6301,1.1548E+023,1.2831E+023,31.009,31.113,0.54217,-0.44338,2.1319,30.605,31.471,19.109,19.038,0.69584,-0.17663,1.88,18.538,19.738,1008.2,1005.3,11.589,0.2405,1.7944,999.69,1020,0
3.7762E+022,3.8178E+022,9.5253E+020,-0.86394,2.3225,3.7163E+022,3.8464E+022,53.024,53.075,0.9457,0.13946,1.8154,52.109,53.849,94.863,94.131,3.0516,0.5963,2.2164,92.282,97.108,102,101.07,3.8234,0.64978,2.147,98.973,105.24,58.365,58.508,1.5743,0.048904,1.9859,57.07,59.583,0.040726,0.048035,0.056312,-0.37182,2.6366,-0.00072353,0.089892,56152000000000,55808000000000,2047700000000,-0.029451,2.0695,54757000000000,57794000000000,-0.0052057,-0.0050953,0.00073011,-0.41951,2.153,-0.005752,-0.0045917,-0.0033342,-0.003222,0.00044352,-0.33761,2.1217,-0.0036957,-0.0030014,3001.5,2923,182.55,0.47924,1.9096,2864.2,3163.3,175.29,171.17,24.635,0.3948,2.04,154.01,195.17,3201100000000,3109000000000,1636100000000,0.52542,3.2415,2267000000000,4134900000000,16353,16322,606.66,0.45146,1.9703,15770,16795,1.14E+024,1.1389E+024,9.2926E+021,-0.042252,2.1776,1.1335E+024,1.1467E+024,46.29,46.311,0.85962,0.17222,1.8298,45.469,47.052,47.5,48.251,5.8464,-6.5705,48.551,46.664,49.508,1439.8,1447.7,193.29,-7.0384,53.078,1433.1,1488.5,1
3.4566E+022,3.4531E+022,3.6727E+020,0.060354,2.9977,3.4364E+022,3.4748E+022,55.986,56.029,0.29698,-0.53163,2.451,55.826,56.206,95.292,95.525,1.1157,-0.78737,2.4506,94.627,96.114,101.6,101.85,1.0886,-0.30077,2.1712,100.64,102.41,61.373,61.633,1.1015,-0.32892,1.8137,60.557,62.322,0.021586,0.019882,0.036495,-0.30624,3.3643,0.005824,0.048425,56571000000000,56782000000000,1163500000000,-1.0609,3.5829,56305000000000,57268000000000,-0.0093439,-0.0094103,0.0023292,-0.27583,1.7637,-0.011242,-0.0070754,-0.0052065,-0.0052341,0.001345,-0.24258,1.6903,-0.0063598,-0.0038933,2905.1,2905.5,45.978,0.34493,2.8327,2874,2939.1,275.8,276.3,71.778,0.31246,1.8052,207.24,333.23,12045000000000,11288000000000,4272200000000,0.33509,1.7992,8354200000000,16061000000000,16215,16353,397.3,-0.75596,2.4483,15975,16524,1.1404E+024,1.146E+024,2.1561E+022,-1.1581,3.0606,1.1344E+024,1.1573E+024,49.047,49.062,0.23262,-0.058173,1.8209,48.853,49.259,52.829,52.831,0.68484,-0.44938,2.2802,52.407,53.483,1520.4,1520.3,13.043,0.41345,2.5948,1509.8,1528.9,1
3.4603E+022,3.4652E+022,3.6069E+020,-0.66051,2.7615,3.432E+022,3.4883E+022,55.415,55.308,0.43066,-0.054786,2.7374,55.196,55.717,94.29,93.97,1.8928,0.28166,1.785,92.537,95.9,100.39,99.79,2.527,0.39173,1.8306,98.081,102.59,60.478,60.54,1.1634,0.11333,1.5944,59.381,61.61,0.072716,0.071026,0.040471,0.18301,2.3757,0.040854,0.10274,54027000000000,53865000000000,776880000000,0.31514,2.2992,53448000000000,54561000000000,-0.0054322,-0.0057499,0.0017785,0.011017,1.5596,-0.0069602,-0.0035857,-0.0029554,-0.0029874,0.00094125,-0.012093,1.5314,-0.0038105,-0.0020402,2789.6,2783.7,52.968,-0.12444,1.7603,2744.8,2838,155.64,162.15,49.573,0.00097795,1.5606,106.34,198.41,5932400000000,5286700000000,2593000000000,0.58484,2.455,3956400000000,7855700000000,15615,15512,496.58,0.45328,1.8082,15152,16038,1.0914E+024,1.0905E+024,4.7242E+021,0.40857,2.2224,1.0878E+024,1.0947E+024,48.563,48.541,0.40875,-0.12454,2.3664,48.281,48.878,52.118,51.897,0.83937,0.13978,2.3291,51.587,52.793,1529.7,1527.9,6.6284,0.65183,3.0431,1525.2,1534,1
3.4759E+022,3.4752E+022,4.6446E+020,1.2019,6.4014,3.4563E+022,3.4916E+022,55.319,55.25,0.51131,-0.22024,2.6456,55.157,55.698,94.173,93.827,1.8585,0.42254,1.9848,92.496,95.302,100.21,99.534,2.4528,0.5377,2.1092,98.029,102.12,60.241,59.772,1.1881,0.25955,1.8234,59.295,61.436,0.075527,0.075795,0.039636,0.079637,2.4975,0.043106,0.10476,54000000000000,53823000000000,812470000000,0.41339,2.1885,53336000000000,54542000000000,-0.0050865,-0.0047435,0.001835,-0.24879,1.6898,-0.0066659,-0.0034455,-0.0027475,-0.0024944,0.00093846,-0.23796,1.7137,-0.0036039,-0.0019443,2781.5,2775.9,50.258,0.037288,1.7561,2739,2829.5,145.81,134.56,50.563,0.2616,1.7165,100.61,187.28,5545600000000,4750100000000,2746600000000,0.71715,2.551,3572700000000,7285800000000,15511,15421,438.51,0.60105,2.2288,15126,15888,1.0912E+024,1.0904E+024,4.7876E+021,0.56234,2.4127,1.0878E+024,1.0936E+024,48.475,48.42,0.44479,0.020678,2.2479,48.241,48.788,51.911,51.813,0.89227,0.23206,2.5782,51.524,52.456,1529.5,1527.9,6.9647,0.50132,2.9502,1525.3,1534.4,1
